city,date,co,no,no2,o3,so2,pm2_5,pm10,nh3
Delhi,23-08-2021,2002.72,19.89,38.04,0,23.6,91.31,121.58,7.22
Delhi,24-08-2021,4219.06,86.73,49.35,0,34.33,211.74,284,10.89
Delhi,25-08-2021,3738.4,65.27,40.1,0,29.8,171.72,225.94,8.61
Delhi,26-08-2021,854.49,0.19,37.01,17.52,18.12,43.47,109,17.73
Delhi,27-08-2021,1001.36,2.6,45.24,10.91,17.88,50.52,111.22,15.2
Delhi,28-08-2021,1054.76,0.47,38.04,10.55,20.98,70.45,183.68,16.47
Delhi,29-08-2021,1001.36,0.73,35.99,6.44,22.17,67.69,93.7,6.46
Delhi,30-08-2021,934.6,0.01,28.79,31.11,26.23,105.15,115.57,6.4
Delhi,31-08-2021,961.3,1.01,40.78,6.8,40.53,52.54,70.7,7.09
Delhi,01-09-2021,834.47,1.02,40.78,6.35,48.64,50.42,57.99,4.37
Delhi,02-09-2021,2429.96,21.68,55.52,0,35.29,125.83,176.59,9.25
Delhi,03-09-2021,2590.18,18.77,59.63,0.02,37.19,151.81,187.67,9.12
Delhi,04-09-2021,2269.75,33.98,45.24,0,44.35,109.39,135,8.49
Delhi,05-09-2021,4486.08,92.98,39.07,0,29.09,236.58,304.56,10.51
Delhi,06-09-2021,3391.27,20.34,70.6,0.02,27.42,207.91,251.22,7.98
Delhi,07-09-2021,3044.13,24.81,61.01,0.02,30.28,183.38,235.54,10.13
Delhi,08-09-2021,974.66,1.34,37.01,5.23,44.82,33.85,46.66,6.59
Delhi,09-09-2021,694.28,0.01,34.96,28.25,44.35,36.15,44.18,5.57
Delhi,10-09-2021,1054.76,0,39.41,37.55,45.3,85.75,99.02,6.02
Delhi,11-09-2021,867.84,0.88,37.36,6.88,42.44,40.12,44.95,3.29
Delhi,12-09-2021,894.55,0.29,31.87,11.36,31.47,57.83,65.4,4.18
Delhi,13-09-2021,1815.8,3.13,45.93,1.34,30.99,117.44,150.04,6.52
Delhi,14-09-2021,1895.9,6.31,51.41,0.55,38.15,126.43,164.62,8.49
Delhi,15-09-2021,5874.63,103.71,50.72,0,43.39,342.72,465.65,12.29
Delhi,16-09-2021,4859.92,58.12,58.95,0,43.39,324.19,425.7,8.36
Delhi,17-09-2021,1615.52,0,45.24,40.77,45.78,126.99,151.43,11.53
Delhi,18-09-2021,694.28,1.27,40.44,5.81,51.98,31.41,43.4,7.47
Delhi,19-09-2021,1041.41,0,32.9,36.12,25.27,69.08,87.24,6.9
Delhi,20-09-2021,1895.9,11.4,49.35,0.07,24.8,132.62,168.67,7.85
Delhi,21-09-2021,1562.12,0.71,53.47,8.32,28.85,102.18,132.14,8.61
Delhi,22-09-2021,1642.23,0,45.24,32.54,32.42,176.59,198.05,7.09
Delhi,23-09-2021,1628.88,9.28,40.1,0.12,34.33,93.85,115.04,8.23
Delhi,24-09-2021,2002.72,11.51,52.09,0.08,41.01,130.39,173.7,8.99
Delhi,25-09-2021,1922.61,11.96,49.35,0.11,40.05,106.58,148.02,8.61
Delhi,26-09-2021,1922.61,0.19,50.72,14.13,31.47,143.95,177.95,7.79
Delhi,27-09-2021,1281.74,0.03,35.3,23.25,28.61,77.16,98.36,6.84
Delhi,28-09-2021,2590.18,16.09,67.17,0.18,35.76,157.79,213.67,9.5
Delhi,29-09-2021,1001.36,0.33,36.33,11.98,31.47,50.86,67.15,6.97
Delhi,30-09-2021,1255.04,0,40.44,53.64,35.29,108.47,128.03,7.35
Delhi,01-10-2021,6088.26,94.77,71.29,0,41.96,384.97,475.31,12.16
Delhi,02-10-2021,2429.96,12.85,74.71,0.18,27.18,153.82,192.01,10.01
Delhi,03-10-2021,1335.14,2.26,45.24,3.13,22.41,60.58,87.6,12.03
Delhi,04-10-2021,2136.23,34.42,43.87,0,25.99,89.92,142.98,17.99
Delhi,05-10-2021,11749.27,321.87,67.17,0,116.35,695.08,948.96,68.9
Delhi,06-10-2021,8331.3,36.21,222.09,0,110.63,834.89,984.12,30.65
Delhi,07-10-2021,3337.86,41.13,56.89,0,34.81,220.89,299.56,13.17
Delhi,08-10-2021,4379.27,38,91.85,0,41.96,297.8,391.63,18.24
Delhi,09-10-2021,8651.73,173.45,98.71,0,72.48,539.29,715.42,40.03
Delhi,10-10-2021,4753.11,66.16,78.83,0,43.39,290.74,421.47,29.39
Delhi,11-10-2021,11749.27,246.76,124.75,0,103,734.13,916.31,80.05
Delhi,12-10-2021,9506.23,135.9,146.69,0,70.57,599.39,718.04,48.13
Delhi,13-10-2021,4432.68,65.27,63.75,0,42.44,270.9,397.04,34.96
Delhi,14-10-2021,1708.98,0,47.98,52.93,36.72,192.91,254.63,27.87
Delhi,15-10-2021,1668.93,0.02,54.15,28.97,33.38,125.62,167.33,27.11
Delhi,16-10-2021,3391.27,19.67,78.83,0.07,39.58,235.47,314.61,30.15
Delhi,17-10-2021,5073.55,59.9,85.68,0,39.1,374.58,466.87,31.92
Delhi,18-10-2021,2643.59,27.94,45.24,0,39.58,164.92,212.43,7.98
Delhi,19-10-2021,1895.9,27.72,38.04,0,40.53,100.8,154.35,8.23
Delhi,20-10-2021,1388.55,0.39,51.41,15.02,23.6,84.94,110.44,9.12
Delhi,21-10-2021,1588.82,0,53.47,36.84,28.61,119.24,160.73,24.07
Delhi,22-10-2021,1001.36,0,40.1,51.5,24.08,71,114.09,22.04
Delhi,23-10-2021,9719.85,268.22,111.04,0,123.98,528.91,672.74,126.66
Delhi,24-10-2021,1482.01,3.49,45.24,2.08,18.36,84.78,116.25,16.21
Delhi,25-10-2021,1535.42,0.41,47.3,14.13,23.84,114.77,146.94,6.14
Delhi,26-10-2021,2029.42,1.44,60.32,7.51,29.56,172.32,215.38,8.61
Delhi,27-10-2021,3578.19,30.85,76.77,0,37.19,232.14,324.04,23.56
Delhi,28-10-2021,2002.72,0.04,59.63,27.18,31.47,142.9,187.74,25.08
Delhi,29-10-2021,3231.05,22.8,76.08,0.02,33.38,210.04,279.84,21.03
Delhi,30-10-2021,2296.45,0,63.75,43.27,33.85,180.92,230.25,26.6
Delhi,31-10-2021,1522.06,0,32.56,87.98,26.7,139.41,169.04,24.32
Delhi,01-11-2021,9613.04,225.31,81.57,0,89.65,643.17,803.56,50.66
Delhi,02-11-2021,2296.45,0,67.86,46.49,31.95,252.04,308.54,16.47
Delhi,03-11-2021,2510.07,0,76.77,50.07,30.52,285.38,330.13,15.33
Delhi,04-11-2021,3845.21,66.16,87.74,0,34.81,240.65,313.04,35.46
Delhi,05-11-2021,10787.96,168.09,160.4,0,188.83,828.39,1006.96,139.83
Delhi,06-11-2021,7263.18,148.42,86.37,0,49.59,502.99,620.7,51.68
Delhi,07-11-2021,1842.5,0,30.5,105.86,24.32,158.99,190.59,24.57
Delhi,08-11-2021,2750.4,1.38,78.83,10.82,27.89,225.99,280.56,28.63
Delhi,09-11-2021,3337.86,0,61.69,48.64,32.9,291.12,340.99,31.92
Delhi,10-11-2021,8438.11,59.01,153.54,0,70.57,657.96,816.91,52.69
Delhi,11-11-2021,8865.36,107.29,122.01,0,69.62,679.38,883.47,63.84
Delhi,12-11-2021,7049.56,84.94,90.48,0,49.11,566.99,725.2,38
Delhi,13-11-2021,4699.71,29.5,100.08,0.07,36.24,358.96,442.3,35.46
Delhi,14-11-2021,3204.35,0.43,78.14,13.77,27.42,263.54,312.71,28.88
Delhi,15-11-2021,4806.52,45.6,95.96,0,35.76,339.18,414.28,35.46
Delhi,16-11-2021,3685,35.76,72.66,0,40.05,294.55,369.59,36.48
Delhi,17-11-2021,4112.24,32.19,80.2,0,40.05,361.81,452.32,36.48
Delhi,18-11-2021,15380.86,275.37,180.96,0,114.44,1222.99,1404.53,63.84
Delhi,19-11-2021,12390.14,166.3,241.28,0,131.61,1159.48,1342.76,77.01
Delhi,20-11-2021,9078.98,177.03,80.2,0,54.84,641.86,803.04,48.64
Delhi,21-11-2021,3685,25.93,80.2,0.03,34.33,304.08,382.11,31.16
Delhi,22-11-2021,1428.6,0,34.27,70.81,26.23,151.84,171.4,23.56
Delhi,23-11-2021,1255.04,0,34.62,72.24,25.99,138.78,159.88,21.79
Delhi,24-11-2021,7476.81,119.81,93.22,0,63.9,583.3,722.69,52.69
Delhi,25-11-2021,5287.17,56.77,105.56,0,32.42,512.74,603.92,17.23
Delhi,26-11-2021,4005.43,54.54,101.45,0,25.27,292.74,354.29,13.55
Delhi,27-11-2021,10040.28,250.34,101.45,0,104.9,638.78,802.1,89.17
Delhi,28-11-2021,2670.29,10.06,75.4,0.43,21.93,279.42,330.04,7.6
Delhi,29-11-2021,8972.17,96.56,189.19,0,108.72,845.97,1047.57,68.9
Delhi,30-11-2021,1508.71,0,45.24,43.27,25.51,154.58,179,25.59
Delhi,01-12-2021,5126.95,58.11,85,0,39.58,430.24,547.86,23.31
Delhi,02-12-2021,3284.45,14.75,85,0.34,37.19,337.91,411.86,22.29
Delhi,03-12-2021,3070.83,4.02,80.2,4.11,35.29,311.95,359.67,8.23
Delhi,04-12-2021,9506.23,173.45,126.12,0,112.53,761.46,970.54,69.92
Delhi,05-12-2021,10040.28,182.39,156.28,0,73.43,776.05,927.42,66.88
Delhi,06-12-2021,4325.87,53.64,113.79,0,69.62,435.28,482.83,4.94
Delhi,07-12-2021,2483.37,14.31,61.69,0.13,27.42,209.32,263.41,7.73
Delhi,08-12-2021,1949.31,2.77,63.06,4.92,26.94,140.37,176.87,22.55
Delhi,09-12-2021,4165.65,46.04,74.71,0,31.47,318.34,393.56,15.96
Delhi,10-12-2021,4539.49,50.07,82.94,0,28.61,351.25,419.77,11.27
Delhi,11-12-2021,2029.42,0.21,62.38,21.1,26.7,189.78,222.14,18.24
Delhi,12-12-2021,3017.43,23.47,65.8,0.02,24.08,266.3,319.45,18.75
Delhi,13-12-2021,8117.68,143.05,175.48,0,185.01,617.8,727.99,145.91
Delhi,14-12-2021,11215.21,169.87,178.22,0,171.66,1024.08,1203.2,102.34
Delhi,15-12-2021,5233.76,54.99,117.9,0,57.7,525.09,648.27,16.72
Delhi,16-12-2021,6675.72,78.68,116.53,0,49.11,565.31,675.59,39.01
Delhi,17-12-2021,2082.82,0.12,65.8,23.6,30.52,225.07,270.59,10.26
Delhi,18-12-2021,1361.85,0,40.78,58.65,26.23,118.98,140.33,23.05
Delhi,19-12-2021,1054.76,0,23.31,92.98,24.56,119.85,132.62,18.49
Delhi,20-12-2021,1361.85,0,36.33,62.23,22.89,163.59,186.56,16.09
Delhi,21-12-2021,8331.3,160.93,82.25,0,50.54,676.2,817.45,27.11
Delhi,22-12-2021,6942.75,102.82,91.85,0,41.96,606.66,745.22,18.24
Delhi,23-12-2021,12176.51,209.21,132.98,0,54.84,983.47,1135.54,53.2
Delhi,24-12-2021,9506.23,180.6,100.08,0,64.85,833.3,1010.93,39.52
Delhi,25-12-2021,9719.85,126.96,150.8,0,47.21,949.58,1115.59,18.75
Delhi,26-12-2021,15167.24,303.98,169.99,0,50.54,1308.97,1473.56,31.66
Delhi,27-12-2021,3898.62,15.2,90.48,0.25,59.13,465.28,501.66,5.89
Delhi,28-12-2021,5233.76,100.14,68.55,0,44.35,390.51,517.91,15.45
Delhi,29-12-2021,14739.99,414.85,137.09,0,312.81,1236.74,1449.67,168.2
Delhi,30-12-2021,3204.35,21.68,74.71,0.03,28.13,278.29,340.55,18.75
Delhi,31-12-2021,4005.43,32.19,91.85,0.07,26.94,293.98,362.25,10.39
Delhi,01-01-2022,3231.05,21.01,89.11,0.05,24.56,287.77,339.9,7.16
Delhi,02-01-2022,3631.59,31.74,78.14,0.03,20.5,350.99,402.47,6.46
Delhi,03-01-2022,3417.97,15.87,71.29,0.14,22.41,370.63,429.05,8.36
Delhi,04-01-2022,4753.11,58.11,70.6,0,28.13,459.15,536.49,9.5
Delhi,05-01-2022,9078.98,144.84,81.57,0,58.17,791.25,986.25,30.91
Delhi,06-01-2022,1655.58,0,35.3,53.64,26.94,225.3,234.04,4.69
Delhi,07-01-2022,1575.47,0.54,48.67,16.81,26.7,196.7,210.91,5.57
Delhi,08-01-2022,827.79,0,23.99,50.78,21.46,94.53,100.64,4.37
Delhi,09-01-2022,1869.2,22.13,54.84,0,46.73,125.48,140.61,6.52
Delhi,10-01-2022,1642.23,7.71,33.93,0.54,18.6,93.02,115.37,5.57
Delhi,11-01-2022,4272.46,67.06,52.78,0,25.99,327.84,407,9.5
Delhi,12-01-2022,1588.82,0.14,51.41,24.32,22.41,143.62,166.68,5.45
Delhi,13-01-2022,4592.9,71.53,73.34,0,26.23,399.71,475.15,8.74
Delhi,14-01-2022,12390.14,293.25,191.93,0,211.72,891.09,1055,166.18
Delhi,15-01-2022,3845.21,43.81,67.17,0,22.41,351.25,408.53,7.98
Delhi,16-01-2022,3578.19,36.66,53.47,0,22.41,366.44,426.98,9.37
Delhi,17-01-2022,6141.66,87.62,72.66,0,36.24,603.1,694.38,16.47
Delhi,18-01-2022,12069.7,271.8,95.96,0,154.5,1031.91,1229.38,109.43
Delhi,19-01-2022,2349.85,4.53,63.06,2.5,24.56,317.58,357.65,5.83
Delhi,20-01-2022,6355.29,80.47,77.46,0,45.3,579.09,679.71,18.24
Delhi,21-01-2022,10147.09,239.61,87.05,0,104.9,781.68,897.25,59.78
Delhi,22-01-2022,2483.37,0,59.63,75.82,30.52,387.48,415.3,2.75
Delhi,23-01-2022,854.49,0,22.96,66.52,27.89,114.62,117.42,2.63
Delhi,24-01-2022,2056.12,24.59,34.27,0.01,29.09,130.78,155.47,10.26
Delhi,25-01-2022,3685,63.48,42.16,0,26.7,246.48,319.13,9.63
Delhi,26-01-2022,2403.26,11.73,58.26,0.34,24.08,210.13,251.11,6.78
Delhi,27-01-2022,1895.9,0.73,56.21,12.87,23.13,167.2,198.44,5.76
Delhi,28-01-2022,1255.04,0.01,42.5,42.92,23.37,106.36,126.95,10.77
Delhi,29-01-2022,1922.61,7.93,65.8,0.95,22.41,138.8,174.83,6.46
Delhi,30-01-2022,1295.09,0.09,41.81,26.11,17.88,103.47,128.59,6.02
Delhi,31-01-2022,1602.17,0.92,50.72,11.27,17.88,146.79,176.54,5.38
Delhi,01-02-2022,10574.34,189.54,174.11,0,205.99,886.09,1092.21,158.07
Delhi,02-02-2022,1842.5,0.52,54.84,15.02,26.46,251.53,304.17,6.52
Delhi,03-02-2022,1321.79,0,33.93,97.27,40.53,252.61,292.91,5.64
Delhi,04-02-2022,1068.12,0,25.02,54.36,24.08,123.7,134.77,3.93
Delhi,05-02-2022,3791.81,75.1,54.84,0,39.1,263.9,359.83,11.65
Delhi,06-02-2022,8651.73,130.53,100.08,0,38.62,727.23,844.73,9.5
Delhi,07-02-2022,4592.9,51.86,85.68,0,24.32,365.08,434.15,11.02
Delhi,08-02-2022,7370,137.69,94.59,0,37.67,527.41,650.99,17.73
Delhi,09-02-2022,8224.49,150.2,75.4,0,58.17,743.98,899.1,25.08
Delhi,10-02-2022,5554.2,91.2,54.84,0,40.05,451.79,567.99,11.4
Delhi,11-02-2022,1708.98,0,37.7,75.82,28.85,151.73,174.51,19.25
Delhi,12-02-2022,1228.33,0,33.59,68.66,25.03,138.43,162.38,15.45
Delhi,13-02-2022,6141.66,132.32,40.78,0,45.3,480.68,603.79,24.07
Delhi,14-02-2022,7690.43,95.67,141.2,0,95.37,737.79,928.18,78.02
Delhi,15-02-2022,13351.44,257.49,135.72,0,122.07,1172.21,1436.61,86.13
Delhi,16-02-2022,6301.88,93.88,76.77,0,48.16,629.14,797.09,19.25
Delhi,17-02-2022,2456.67,9.16,74.03,1.92,31.95,234.08,297.55,9.25
Delhi,18-02-2022,7370,112.65,91.85,0,69.62,551.5,672.41,50.66
Delhi,19-02-2022,2590.18,17.43,69.23,0.09,35.29,185.53,252.28,27.61
Delhi,20-02-2022,1094.82,0,29.13,74.39,29.33,126.1,146.69,18.24
Delhi,21-02-2022,1468.66,0.25,43.87,28.61,31.47,154.82,182.25,21.53
Delhi,22-02-2022,8544.92,150.2,137.09,0,59.13,614.43,709.44,53.7
Delhi,23-02-2022,821.11,0,21.59,127.32,50.07,151.29,165.3,14.06
Delhi,24-02-2022,7476.81,113.55,85,0,49.11,666.63,819.41,20.01
Delhi,25-02-2022,3017.43,29.06,61.69,0.01,34.81,248.45,324.82,12.03
Delhi,26-02-2022,1214.98,0,34.62,100.14,40.53,143.24,167.72,7.35
Delhi,27-02-2022,787.73,0,28.1,59.37,28.37,33.31,47.31,17.23
Delhi,28-02-2022,1041.41,0,34.96,47.21,24.56,69.36,90.32,22.29
Delhi,01-03-2022,1922.61,0.09,60.32,26.11,32.9,159.69,196.6,24.07
Delhi,02-03-2022,3044.13,16.54,74.03,0.34,29.56,229.58,290.19,16.97
Delhi,03-03-2022,9185.79,130.53,143.95,0,110.63,630.18,762.37,69.92
Delhi,04-03-2022,7263.18,97.45,90.48,0,55.31,651.61,850.37,23.56
Delhi,05-03-2022,767.71,0,21.76,76.53,21.7,56.1,66.52,15.71
Delhi,06-03-2022,1014.71,0,27.42,67.23,20.27,84.41,101,20.52
Delhi,07-03-2022,6355.29,29.95,202.89,0.01,55.31,548.58,643.64,49.65
Delhi,08-03-2022,7797.24,61.69,142.57,0,72.48,803.21,1008.75,52.69
Delhi,09-03-2022,3097.53,17.66,72.66,0.05,36.72,213.76,283.39,31.41
Delhi,10-03-2022,1522.06,1.16,50.72,7.06,30.99,100.04,137.74,27.61
Delhi,11-03-2022,1321.79,0,38.73,65.09,32.42,103.49,131.12,22.04
Delhi,12-03-2022,1214.98,0,38.04,47.92,29.09,88.24,116.08,24.57
Delhi,13-03-2022,1375.2,0,39.07,42.92,24.08,95.15,129.52,20.77
Delhi,14-03-2022,3738.4,36.66,65.8,0,34.81,254.3,350.07,27.36
Delhi,15-03-2022,5981.45,73.31,82.94,0,51.98,417.25,569.16,35.97
Delhi,16-03-2022,1148.22,0,34.62,54.36,27.89,114.38,167.1,21.79
Delhi,17-03-2022,1388.55,0,37.7,52.93,28.37,152.48,201.7,24.32
Delhi,18-03-2022,2323.15,0.64,71.29,24.32,38.62,303.01,374.47,17.73
Delhi,19-03-2022,3524.78,32.63,82.94,0.02,33.86,294.62,370.39,31.92
Delhi,20-03-2022,3097.53,0.04,94.59,21.82,49.11,284.1,342.71,24.32
Delhi,21-03-2022,5020.14,42.92,71.29,0,59.6,439.23,560.3,39.01
Delhi,22-03-2022,827.79,0,25.36,84.4,35.76,98.74,131.74,20.52
Delhi,23-03-2022,1134.87,0,29.47,104.43,40.05,136.08,169.56,22.55
Delhi,24-03-2022,5874.63,42.02,159.03,0,112.53,403.49,487.74,32.93
Delhi,25-03-2022,2777.1,14.19,78.83,0.14,54.84,193.2,304.74,33.94
Delhi,26-03-2022,1094.82,0,36.67,62.23,36.24,86.06,119.67,24.07
Delhi,27-03-2022,801.09,0,21.08,87.26,22.17,83.82,109.88,19.76
Delhi,28-03-2022,3631.59,30.4,76.09,0,67.71,222.64,323.19,40.53
Delhi,29-03-2022,4806.52,48.28,98.71,0,97.27,290.53,430.58,42.56
Delhi,30-03-2022,6942.75,110.86,89.11,0,137.33,406.58,604.36,65.86
Delhi,31-03-2022,11428.83,135.9,163.14,0,181.2,758.82,971.89,62.32
Delhi,01-04-2022,4112.24,9.61,95.96,1.56,69.62,428.06,542.86,36.48
Delhi,02-04-2022,1375.2,0,44.55,67.95,39.58,75.23,102.11,23.05
Delhi,03-04-2022,1762.39,0,46.61,86.55,51.5,141.96,177.26,26.09
Delhi,04-04-2022,5020.14,34.87,113.79,0,114.44,303.58,421.74,60.8
Delhi,05-04-2022,1522.06,0,49.35,58.65,49.11,100.02,142.94,25.59
Delhi,06-04-2022,1308.44,0,41.81,73.67,43.39,91.93,129.98,23.05
Delhi,07-04-2022,1708.98,0,54.84,51.5,54.84,108.25,148.74,27.11
Delhi,08-04-2022,2136.23,0.22,67.86,16.81,61.99,121.26,170.73,30.15
Delhi,09-04-2022,1441.96,0,51.41,47.92,45.78,78.08,128.06,22.29
Delhi,10-04-2022,2429.96,3.8,79.51,3.08,79.15,132.15,197.05,28.63
Delhi,11-04-2022,1068.12,0,32.9,74.39,34.81,71.37,106.23,20.77
Delhi,12-04-2022,2723.69,9.72,80.2,0.33,71.53,137.39,209.91,30.15
Delhi,13-04-2022,2109.53,0.19,73.34,15.91,50.54,110.51,158.54,28.63
Delhi,14-04-2022,10574.34,169.87,109.67,0,228.88,632.96,895.71,66.88
Delhi,15-04-2022,6248.47,57.22,124.75,0,156.4,379.65,518.92,53.7
Delhi,16-04-2022,1762.39,0,54.84,59.37,58.65,120.57,170.83,26.85
Delhi,17-04-2022,1375.2,0,43.87,50.78,43.87,77.07,112.45,26.09
Delhi,18-04-2022,3417.97,19,81.57,0.03,84.88,184.34,284.26,36.98
Delhi,19-04-2022,1602.17,0,52.78,47.92,51.5,89.17,136.43,26.09
Delhi,20-04-2022,1361.85,0.02,54.84,25.39,54.36,92.23,178.89,25.33
Delhi,21-04-2022,2002.72,0.3,67.17,12.7,60.08,120.36,197.26,28.37
Delhi,22-04-2022,2296.45,2.88,69.23,3.31,66.76,149.33,255.35,32.17
Delhi,23-04-2022,714.3,0,32.22,77.96,44.35,52.23,101.27,20.52
Delhi,24-04-2022,680.92,0,23.31,103,34.33,53.08,86.04,19.76
Delhi,25-04-2022,881.2,0,23.99,95.84,29.56,55.77,86.8,22.04
Delhi,26-04-2022,1895.9,0.1,73.34,24.68,70.57,101.39,165.19,28.37
Delhi,27-04-2022,1615.52,0,53.47,87.98,55.31,97.41,158.6,23.05
Delhi,28-04-2022,1455.31,0,44.55,72.24,44.82,74.57,109.78,27.36
Delhi,29-04-2022,3017.43,19.22,76.09,0.02,78.2,147.85,242.73,32.42
Delhi,30-04-2022,1161.58,0,41.81,55.07,42.44,58.04,95.78,22.55
Delhi,01-05-2022,2403.26,2.91,78.83,2.91,63.9,112.02,183.71,27.36
Delhi,02-05-2022,794.41,0,17.99,155.93,32.42,89.86,104.64,15.2
Delhi,03-05-2022,854.49,0,25.02,100.14,41.96,51.04,62.56,18.24
Delhi,04-05-2022,1241.68,0,30.85,117.3,37.67,113.83,131.36,21.28
Delhi,05-05-2022,3070.83,0.03,109.67,19.85,93.46,192.97,259.66,35.46
Delhi,06-05-2022,2643.59,3.16,81.57,3.04,65.8,137.19,234.76,32.17
Delhi,07-05-2022,3738.4,29.06,86.37,0,89.65,194.11,305.54,36.98
Delhi,08-05-2022,2563.48,1.15,76.09,7.51,56.74,148.78,216.53,31.41
Delhi,09-05-2022,841.14,0,19.54,108.72,30.04,54.58,68.71,17.99
Delhi,10-05-2022,867.84,0,26.05,87.98,39.1,53.91,65.88,15.45
Delhi,11-05-2022,2002.72,0.01,56.21,25.75,46.73,134.06,186.1,29.64
Delhi,12-05-2022,988.01,0,24.33,124.45,37.67,106.07,122.32,20.27
Delhi,13-05-2022,1241.68,0,31.19,110.15,48.64,140.97,175.62,25.59
Delhi,14-05-2022,3524.78,16.32,106.93,0.04,92.51,200.16,304.07,38
Delhi,15-05-2022,2136.23,0.02,69.92,26.11,55.79,126.35,181.25,26.35
Delhi,16-05-2022,4165.65,44.7,109.67,0,78.2,169.86,263.82,33.94
Delhi,17-05-2022,2803.8,0,87.74,46.49,73.43,280.28,356.21,34.45
Delhi,18-05-2022,1308.44,0,34.62,114.44,53.88,150.08,182.62,21.79
Delhi,19-05-2022,1949.31,0.01,71.29,24.68,52.93,147.12,290.92,30.91
Delhi,20-05-2022,2483.37,0,71.29,30.04,84.88,194.11,368.69,34.45
